App,Category,Rating,Reviews,Size_MB,Installs,Type,Price_$,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Last_Updated_Year,Primary_Genre
Black Social,SOCIAL,4.6,22,8.7,1000,Free,0.0,Teen,Social,2018-08-05,31.1.4,4.3,2018,Social
Black Survival,FAMILY,4.4,41339,52.0,1000000,Free,0.0,Teen,Strategy,2018-08-01,4.6.00,4.0.3,2018,Strategy
Black Theme Go Launcher EX,PERSONALIZATION,4.1,285,3.9,50000,Free,0.0,Teen,Personalization,2017-10-03,5.0,2.3,2017,Personalization
"Black Wallpaper, AMOLED, Dark Background: Darkify",LIFESTYLE,4.6,41339,63.099999999999994,2498500,Free,0.0,Everyone,Lifestyle,2018-07-31,8.0,4.0,2018,Lifestyle
Black White Interracial Dating - Interracial Match,DATING,4.1,537,28.0,100000,Free,0.0,Mature 17+,Dating,2018-03-29,2.0.0,4.1,2018,Dating
BlackCam Pro - B&W Camera,PHOTOGRAPHY,4.5,1376,5.5,100000,Paid,1.49,Everyone,Photography,2018-03-26,1.51,4.0,2018,Photography
BlackJack -21 Casino Card Game,GAME,4.7,2066,25.0,100000,Free,0.0,Teen,Casino,2018-03-14,1.3,4.0.3,2018,Casino
BlackJack 21 Pro,GAME,4.5,26744,51.0,500000,Free,0.0,Teen,Casino,2018-07-27,7.4.0,4.0.3,2018,Casino
Blackjack,GAME,4.3,41339,40.0,1000000,Free,0.0,Teen,Casino,2017-05-18,1.2.4.69,2.3,2017,Casino
Blackjack Verite Drills,GAME,4.6,17,4.7,100,Paid,14.0,Teen,Casino,2017-07-09,1.1.10,3.0,2017,Casino
Blackjack aj Poker,GAME,3.8,8,4.2,1000,Free,0.0,Teen,Card,2016-10-19,1.1,2.3.3,2016,Card
Blackpink as if it's your last,LIBRARIES_AND_DEMO,4.7,831,24.0,100000,Free,0.0,Everyone,Libraries & Demo,2018-02-20,8.0,2.3,2018,Libraries & Demo
Blagues et Histoires Drôles,FAMILY,3.9,859,5.3,100000,Free,0.0,Teen,Entertainment,2017-02-18,0.0.2,4.1,2017,Entertainment
Blamburger - Clarence,FAMILY,4.1,30444,27.0,1000000,Free,0.0,Everyone 10+,Arcade;Action & Adventure,2015-10-26,1.0.5,4.3,2015,Arcade
Bleacher Report Live,SPORTS,4.0,232,32.0,50000,Free,0.0,Everyone,Sports,2018-08-01,2.1.2,5.0,2018,Sports
Blender BG - Photo Blend With Background,PHOTOGRAPHY,4.3,0,7.8,100,Free,0.0,Everyone,Photography,2017-09-20,1.0,4.2,2017,Photography
Blibli.com Online Shopping,SHOPPING,4.2,41339,12.0,2498500,Free,0.0,Everyone,Shopping,2018-07-26,4.9.5,4.2,2018,Shopping
Blidz - Hunt Free Deals On Trending Items!,SHOPPING,4.4,1659,33.0,50000,Free,0.0,Everyone,Shopping,2018-06-29,2.4.0,4.4,2018,Shopping
Blinkist - Nonfiction Books,EDUCATION,4.1,16103,13.0,1000000,Free,0.0,Everyone,Education,2018-07-31,5.7.1,4.1,2018,Education
BlitzWolf Shutter - BW Shutter,PHOTOGRAPHY,3.25,333,1.8,50000,Free,0.0,Everyone,Photography,2017-11-22,1.8.0,4.0,2017,Photography
Blitzer.de,MAPS_AND_NAVIGATION,4.5,41339,18.0,2498500,Free,0.0,Everyone,Maps & Navigation,2018-07-09,3.1.0,4.0,2018,Maps & Navigation
Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698,46.0,500000,Free,0.0,Everyone 10+,Action,2016-05-14,1.0.1,2.3,2016,Action
Block Buddy,MEDICAL,4.0,15,5.0,1000,Paid,14.99,Everyone,Medical,2018-08-01,7.6.14,4.0,2018,Medical
Block City Wars + skins export,FAMILY,4.5,41339,28.0,2498500,Free,0.0,Teen,Simulation,2018-03-30,6.7.5,4.0,2018,Simulation
Block Craft 3D: Building Simulator Games For Free,GAME,4.5,41339,57.0,2498500,Free,0.0,Everyone,Simulation,2018-03-05,2.10.2,4.0.3,2018,Simulation
Block Gun 3D: Call of Destiny,GAME,3.7,31883,20.0,1000000,Free,0.0,Teen,Action,2017-03-23,1.4.3,2.3,2017,Action
Block Gun 3D: Ghost Ops,GAME,3.9,41339,21.0,2498500,Free,0.0,Teen,Action,2018-06-07,1.4.0,2.3,2018,Action
Block Gun 3D: Haunted Hollow,GAME,3.8,16282,35.0,1000000,Free,0.0,Teen,Action,2017-10-09,1.1.4,2.3,2017,Action
Block Puzzle,GAME,4.6,41339,7.8,2498500,Free,0.0,Everyone,Puzzle,2018-03-06,2.9,2.3,2018,Puzzle
Block Puzzle - Wood Legend,FAMILY,4.4,41339,10.0,2498500,Free,0.0,Everyone,Puzzle,2018-07-06,26.0,4.0.3,2018,Puzzle
Block Puzzle : Night in Egypt,FAMILY,4.4,276,16.0,50000,Free,0.0,Everyone,Puzzle;Brain Games,2017-09-12,1.2.16,2.3,2017,Puzzle
Block Puzzle Classic Legend !,GAME,4.2,17044,4.9,2498500,Free,0.0,Everyone,Puzzle,2018-04-13,2.9,2.3.3,2018,Puzzle
Block Strike,GAME,4.5,41339,60.0,2498500,Free,0.0,Teen,Action,2018-07-25,5.3.1,4.1,2018,Action
Block Survival Craft:The Story,FAMILY,4.1,7046,63.099999999999994,500000,Free,0.0,Everyone 10+,Puzzle,2017-10-12,0.2.7,4.0.3,2017,Puzzle
Block! Hexa Puzzle™,FAMILY,4.5,41339,20.0,2498500,Free,0.0,Everyone,Puzzle,2018-07-31,1.5.10,4.1,2018,Puzzle
Blogaway for Android (Blogger),SOCIAL,3.7,4253,4.1,100000,Free,0.0,Teen,Social,2018-05-31,7.0.7,4.0.3,2018,Social
Blogger,SOCIAL,3.7,41339,2.7,2498500,Free,0.0,Mature 17+,Social,2016-02-29,2.1.3,2.1,2016,Social
Blood Domination - BL Game,GAME,4.5,415,52.0,10000,Free,0.0,Mature 17+,Adventure,2018-07-06,1.0.1,4.1,2018,Adventure
Blood Donor,MEDICAL,4.2,4476,20.0,500000,Free,0.0,Everyone,Medical,2018-07-31,1.6.2,4.1,2018,Medical
Blood Glucose Tracker,HEALTH_AND_FITNESS,4.6,9612,3.5,100000,Free,0.0,Everyone,Health & Fitness,2018-05-18,1.8.12,4.4,2018,Health & Fitness
Blood Injection : ER Emergency Doctor ER injection,FAMILY,3.5,246,35.0,50000,Free,0.0,Teen,Casual,2016-09-23,1.0,2.3,2016,Casual
Blood Pressure,MEDICAL,4.2,33033,7.4,2498500,Free,0.0,Everyone,Medical,2018-07-24,3.27.3,4.1,2018,Medical
Blood Pressure - Heartcare,MEDICAL,4.2,70,1.9,10000,Free,0.0,Everyone,Medical,2016-05-27,2.46,4.4,2016,Medical
Blood Pressure - Stay Healthy,MEDICAL,4.6,7,2.7,1000,Free,0.0,Everyone,Medical,2018-04-16,43.0,4.0.3,2018,Medical
Blood Pressure Companion,MEDICAL,4.2,178,4.8,1000,Paid,0.99,Everyone,Medical,2018-07-22,4.1.5,4.1,2018,Medical
Blood Pressure Diary,FAMILY,4.6,47,3.3,5000,Free,0.0,Everyone,Simulation,2018-08-01,1.1,4.0.3,2018,Simulation
Blood Pressure Info,FAMILY,3.9,41339,7.9,2498500,Free,0.0,Everyone,Entertainment,2018-08-02,2.28,4.0,2018,Entertainment
Blood Pressure Log - MyDiary,MEDICAL,4.7,8348,2.6,500000,Free,0.0,Everyone,Medical,2018-04-13,1.4.6,4.0,2018,Medical
Blood Pressure Monitor,MEDICAL,4.3,17,6.0,10000,Free,0.0,Everyone,Medical,2017-02-25,1.0.1,4.4,2017,Medical
Blood Pressure Tracker,MEDICAL,4.0,11,1.8,1000,Free,0.0,Everyone,Medical,2017-11-08,1.1.1,4.0,2017,Medical
Blood Pressure(BP) Diary,MEDICAL,3.7,3596,8.4,1000000,Free,0.0,Everyone,Medical,2018-07-18,4.0.9,4.0.3,2018,Medical
Blood Pressure(BP) Report Lite,MEDICAL,4.0,91,0.33,10000,Free,0.0,Everyone,Medical,2012-02-08,1.6,2.1,2012,Medical
Blood pressure,HEALTH_AND_FITNESS,3.4,2256,1.6,500000,Free,0.0,Everyone,Health & Fitness,2014-07-31,1.1.0,4.0,2014,Health & Fitness
Bloons TD 5,FAMILY,4.6,41339,63.099999999999994,1000000,Paid,2.99,Everyone,Strategy,2018-07-13,3.16,2.3.3,2018,Strategy
Blossom Blast Saga,GAME,4.5,41339,63.0,2498500,Free,0.0,Everyone,Casual,2018-07-05,57.0.8,4.0.3,2018,Casual
Blue CareOnDemand,MEDICAL,4.4,163,40.0,10000,Free,0.0,Everyone,Medical,2018-06-29,10.4.1.01505,4.0.3,2018,Medical
BlueJeans for Android,BUSINESS,3.9,1058,23.0,500000,Free,0.0,Everyone,Business,2018-06-29,2.22.397,5.0,2018,Business
Bluetooth Auto Connect,COMMUNICATION,3.9,20829,1.9,2498500,Free,0.0,Everyone,Communication,2017-11-17,4.5.4,3.0,2017,Communication
Bluetooth Control BT->uC FREE,TOOLS,3.8,67,2.7,10000,Free,0.0,Everyone,Tools,2016-06-06,1.9.0,3.0,2016,Tools
Bluetooth Pair,TOOLS,3.5,1960,2.7,1000000,Free,0.0,Everyone,Tools,2018-08-04,2.5,4.1,2018,Tools
Blur,PHOTOGRAPHY,4.0,9013,2.4,1000000,Free,0.0,Everyone,Photography,2018-06-18,4.0.2,4.4,2018,Photography
Blur Image - DSLR focus effect,PHOTOGRAPHY,3.9,38055,4.1,2498500,Free,0.0,Everyone,Photography,2017-06-16,1.17,4.0,2017,Photography
Blur Image Background,PHOTOGRAPHY,3.9,41339,11.0,2498500,Free,0.0,Everyone,Photography,2018-07-30,1.32,4.1,2018,Photography
Blur Image Background Editor (Blur Photo Editor),PHOTOGRAPHY,4.4,41339,9.6,2498500,Free,0.0,Everyone,Photography,2018-07-28,2.4,4.1,2018,Photography
Blurfoto : Auto blur photo background & DSLR focus,PHOTOGRAPHY,4.3,2215,12.0,500000,Free,0.0,Everyone,Photography,2018-07-27,1.12,4.3,2018,Photography
Bm,FAMILY,4.3,1,1.7,100,Free,0.0,Everyone,Puzzle,2016-09-21,1.0,4.0.3,2016,Puzzle
Bo Aung Din,EVENTS,4.1,110,2.6,5000,Free,0.0,Teen,Events,2018-06-05,1.3.1,4.0.3,2018,Events
Bo's Bedtime Story,FAMILY,4.2,13,23.0,1000,Paid,2.49,Everyone,Education;Pretend Play,2017-12-25,2.6,4.0.3,2017,Education
Bo's Dinnertime Story,FAMILY,4.3,6,33.0,1000,Paid,2.49,Everyone,Education;Pretend Play,2017-12-25,1.5,4.0.3,2017,Education
Bo's Matching Game,FAMILY,4.3,3,19.0,1000,Paid,0.99,Everyone,Education;Brain Games,2017-12-28,1.4,4.0.3,2017,Education
Bo's School Day,FAMILY,4.7,10,30.0,1000,Paid,2.99,Everyone,Education;Pretend Play,2017-12-18,1.3,4.0.3,2017,Education
Board Game Stats: Play tracking for tabletop games,LIFESTYLE,4.6,275,3.9,5000,Paid,2.99,Everyone,Lifestyle,2018-07-17,2.8.3,4.1,2018,Lifestyle
Body Scanner xray Real Camera Prank Entertaintment,FAMILY,3.25,17,4.6,5000,Free,0.0,Everyone,Entertainment,2018-05-05,1.0,2.3,2018,Entertainment
Body scanner (prank),FAMILY,3.3,16063,3.8,1000000,Free,0.0,Teen,Casual,2016-06-02,3.0,2.3,2016,Casual
Bodyworks DW,HEALTH_AND_FITNESS,4.5,0,10.0,10,Free,0.0,Everyone,Health & Fitness,2018-07-09,4.2.2,4.1,2018,Health & Fitness
Bolt - EV Charging Service,AUTO_AND_VEHICLES,3.25,9,8.4,100,Free,0.0,Everyone,Auto & Vehicles,2018-03-23,2.2.0,5.0,2018,Auto & Vehicles
Bomb and Nade Timer for CS:GO,PRODUCTIVITY,3.25,85,6.0,5000,Free,0.0,Everyone,Productivity,2016-04-21,1.1.2,4.0,2016,Productivity
BombSquad Remote,GAME,4.1,13304,1.3,1000000,Free,0.0,Everyone,Arcade,2016-11-30,1.2.21,4.0,2016,Arcade
Bomber Friends,GAME,4.5,41339,49.0,2498500,Free,0.0,Everyone 10+,Action,2018-07-26,2.23,4.0.3,2018,Action
Bonjour 2017 Abidjan CI ❤❤❤❤❤,FAMILY,4.3,235,3.3,10000,Free,0.0,Everyone,Entertainment,2017-02-16,1.0.2.0,2.0,2017,Entertainment
Bono’s Pit Bar-B-Q,FAMILY,3.25,3,36.0,1000,Free,0.0,Everyone 10+,Entertainment,2018-01-23,2.4,2.3.3,2018,Entertainment
Bonza Poly Art - Tenkyu Animal Jam for Kids,FAMILY,4.1,22,31.0,1000,Free,0.0,Everyone,Puzzle,2018-08-03,1.0.9,4.1,2018,Puzzle
Book of AK-47,LIFESTYLE,3.8,6,3.4,500,Free,0.0,Everyone,Lifestyle,2016-03-01,1.0.2,4.0.3,2016,Lifestyle
Book store,BOOKS_AND_REFERENCE,4.4,22486,5.4,1000000,Free,0.0,Teen,Books & Reference,2018-06-06,3.2.1,4.0,2018,Books & Reference
BookBaby - Baby Development,PARENTING,4.6,1002,5.0,50000,Free,0.0,Everyone,Parenting,2016-08-18,3.0,4.0.3,2016,Parenting
Booking Revolution,SPORTS,4.2,41339,59.0,2498500,Free,0.0,Teen,Sports,2018-07-21,1.932,4.0,2018,Sports
Boom Beach,FAMILY,4.5,41339,63.099999999999994,2498500,Free,0.0,Everyone 10+,Strategy,2018-07-18,35.119,4.0.3,2018,Strategy
Boomerang,FAMILY,4.2,13519,51.0,1000000,Free,0.0,Everyone,Entertainment;Music & Video,2018-07-27,2.18,5.0,2018,Entertainment
Boomerang Make and Race,FAMILY,4.4,41339,63.099999999999994,2498500,Free,0.0,Everyone,Racing;Action & Adventure,2018-06-01,1.5.0,4.0,2018,Racing
Bootable Methods(USB-CD-DVD),BOOKS_AND_REFERENCE,3.4,37,3.4,10000,Free,0.0,Everyone,Books & Reference,2018-05-31,1.5,4.0,2018,Books & Reference
Border Ag & Energy,BUSINESS,4.3,0,12.0,50,Free,0.0,Everyone,Business,2018-04-30,2.1,4.3,2018,Business
"Borneo Bible, BM Bible",BOOKS_AND_REFERENCE,4.9,659,5.0,10000,Free,0.0,Everyone,Books & Reference,2017-08-28,4.4.5,4.0,2017,Books & Reference
Boston AH,MEDICAL,4.3,1,29.0,50,Free,0.0,Everyone,Medical,2017-11-30,300000.0.93,4.0.3,2017,Medical
Boston University Alumni,FAMILY,3.25,5,5.2,1000,Free,0.0,Everyone,Education,2017-12-02,4.0,4.4,2017,Education
Bounce Classic,GAME,4.5,38297,6.4,2498500,Free,0.0,Everyone,Arcade,2018-07-05,1.0.8,4.0.3,2018,Arcade
Bowers & Wilkins DB Subwoofers,TOOLS,3.9,21,11.0,10000,Free,0.0,Everyone,Tools,2018-01-19,1.2.0.27,5.0,2018,Tools
Bowmasters,GAME,4.7,41339,40.0,2498500,Free,0.0,Teen,Action,2018-07-23,2.12.5,4.1,2018,Action
Boyaa Poker (En) – Social Texas Hold’em,GAME,4.3,41339,51.0,1000000,Free,0.0,Teen,Card,2018-06-12,5.8.0,4.1,2018,Card
Boys Photo Editor - Six Pack & Men's Suit,ART_AND_DESIGN,4.1,654,12.0,100000,Free,0.0,Everyone,Art & Design,2018-03-20,1.1,4.0.3,2018,Art & Design
Br Browser,SOCIAL,4.9,29,2.5,500,Free,0.0,Everyone,Social,2018-03-20,5.0,5.0,2018,Social
Br Shafi,FAMILY,4.9,1288,26.0,10000,Free,0.0,Everyone,Education,2018-07-11,1.0,4.1,2018,Education
Br video editing,FAMILY,4.3,1,34.0,100,Free,0.0,Everyone,Entertainment,2017-09-01,1.0,4.1,2017,Entertainment
Br. Parking - Busy road Parking 3D 2018,FAMILY,4.5,41,30.0,5000,Free,0.0,Everyone,Simulation,2018-01-13,1.01,4.1,2018,Simulation
Brain Waves - Binaural Beats,HEALTH_AND_FITNESS,4.4,5038,10.0,500000,Free,0.0,Everyone,Health & Fitness,2018-07-15,5.2,4.4,2018,Health & Fitness
Brainf*ck Interpreter,FAMILY,4.0,24,1.9,1000,Free,0.0,Mature 17+,Entertainment,2016-09-03,1.0.6,2.3,2016,Entertainment
Branch,FINANCE,4.6,41339,3.8,1000000,Free,0.0,Everyone,Finance,2018-07-23,1.17.1,4.0,2018,Finance
Brandon Lakes AH,MEDICAL,3.25,5,27.0,100,Free,0.0,Everyone,Medical,2017-05-05,300000.0.79,4.0.3,2017,Medical
Brave Browser: Fast AdBlocker,COMMUNICATION,4.3,40241,6.0,2498500,Free,0.0,Everyone,Communication,2018-06-30,1.0.52,4.1,2018,Communication
Break the Egg,FAMILY,3.25,366,6.0,50000,Free,0.0,Everyone,Entertainment,2018-01-05,1.0,4.0,2018,Entertainment
"Breaking News, Local news, Attacks and Alerts Free",NEWS_AND_MAGAZINES,4.7,2543,6.3,500000,Free,0.0,Everyone,News & Magazines,2018-07-19,8.0.6,4.1,2018,News & Magazines
Breastfeeding Tracker Baby Log,MEDICAL,4.3,6,23.0,100,Free,0.0,Everyone,Medical,2018-07-20,1.3.5,5.0,2018,Medical
Breweries (CZ/SK),LIFESTYLE,4.4,1740,4.4,50000,Free,0.0,Teen,Lifestyle,2017-07-27,3.1.0,4.1,2017,Lifestyle
Brexit EU,FAMILY,4.4,7,7.5,500,Free,0.0,Everyone,Casual,2016-03-10,1.0,2.3,2016,Casual
Brica BPRO5 AE,PHOTOGRAPHY,3.9,4726,3.9,500000,Free,0.0,Everyone,Photography,2015-06-17,1.0,3.1,2015,Photography
Brick Breaker BR,GAME,5.0,7,19.0,5,Free,0.0,Everyone,Arcade,2018-07-23,1.0,4.1,2018,Arcade
Bricks n Balls,GAME,4.4,30253,40.0,1000000,Free,0.0,Everyone,Casual,2018-08-05,1.0.1.049,4.1,2018,Casual
Bridge Constructor Playground FREE,FAMILY,3.9,41339,30.0,2498500,Free,0.0,Everyone,Simulation,2017-04-12,2.2,4.0.3,2017,Simulation
Bridge Constructor Stunts FREE,FAMILY,4.1,36151,46.0,1000000,Free,0.0,Everyone,Simulation,2017-04-22,2.7,3.2,2017,Simulation
Bridge-C - Get More Storage,TOOLS,3.25,24,35.0,1000,Free,0.0,Everyone,Tools,2017-12-29,1.7,6.0,2017,Tools
Brightest Flashlight - LED Light,TOOLS,4.5,41339,9.1,2498500,Free,0.0,Everyone,Tools,2018-07-27,1.4.9,4.0.3,2018,Tools
Brightest Flashlight Free ®,TOOLS,4.7,41339,3.8,2498500,Free,0.0,Everyone,Tools,2017-10-27,2.5.2,4.2,2017,Tools
Brilliant Distinctions®,MEDICAL,3.25,78,63.099999999999994,50000,Free,0.0,Everyone,Medical,2018-06-27,2.2.12,4.4,2018,Medical
"Brilliant Quotes: Life, Love, Family & Motivation",BOOKS_AND_REFERENCE,4.5,41339,6.3,1000000,Free,0.0,Everyone 10+,Books & Reference,2018-05-18,4.4.10,2.3.3,2018,Books & Reference
BringGo AU & NZ,MAPS_AND_NAVIGATION,3.25,440,23.0,10000,Paid,0.99,Everyone,Maps & Navigation,2018-05-10,2.5.9,2.3.3,2018,Maps & Navigation
Brit + Co,LIFESTYLE,3.9,987,4.5,10000,Free,0.0,Everyone,Lifestyle,2017-08-29,2.0.4,4.0,2017,Lifestyle
British Airways,TRAVEL_AND_LOCAL,4.2,25740,51.0,1000000,Free,0.0,Everyone,Travel & Local,2018-07-24,4.20,4.4,2018,Travel & Local
British Columbia License,FAMILY,3.3,14,11.0,1000,Free,0.0,Everyone,Education,2015-01-19,1.2,4.0,2015,Education
British Columbia Tourist Places (Guide),TRAVEL_AND_LOCAL,4.0,1,3.0,100,Free,0.0,Everyone,Travel & Local,2017-11-08,1.0,4.1,2017,Travel & Local
British Columbia Transit Info,MAPS_AND_NAVIGATION,4.2,0,5.0,100,Free,0.0,Everyone 10+,Maps & Navigation,2016-02-19,3.0,2.2,2016,Maps & Navigation
Broken Screen Prank,FAMILY,3.3,23682,9.8,1000000,Free,0.0,Teen,Casual,2018-06-14,6.2,4.0,2018,Casual
Browser 4G,COMMUNICATION,4.3,41339,6.6,2498500,Free,0.0,Everyone,Communication,2018-06-19,24.6.6,4.0.3,2018,Communication
Browsery by Barnes & Noble,BOOKS_AND_REFERENCE,4.7,146,34.0,5000,Free,0.0,Everyone,Books & Reference,2018-04-30,1.1.3,4.4,2018,Books & Reference
Bsc Agri Notes,FAMILY,4.5,301,5.6,10000,Free,0.0,Everyone,Education,2018-07-01,1.0,4.1,2018,Education
Bt Notifier -Smartwatch notice,TOOLS,3.25,632,8.2,500000,Free,0.0,Everyone,Tools,2017-05-23,1.0,6.0,2017,Tools
Bu Hangi Dizi ?,GAME,4.4,14,19.0,1000,Free,0.0,Everyone,Trivia,2018-05-04,3.1.7,4.0.3,2018,Trivia
Bu Hangi Film ?,FAMILY,4.3,3,25.0,100,Free,0.0,Everyone,Puzzle,2017-08-31,3.2.2,4.0.3,2017,Puzzle
Bu Hangi Firma?,FAMILY,4.3,8,26.0,100,Free,0.0,Everyone,Trivia;Education,2017-12-10,3.3.6,4.0.3,2017,Trivia
Bu Hangi Oyun ?,GAME,4.4,2,26.0,50,Free,0.0,Everyone,Word,2018-03-11,3.1.6,4.0.3,2018,Word
Bu Hangi Uygulama ?,FAMILY,4.3,1,24.0,10,Free,0.0,Everyone,Puzzle,2018-03-06,3.2.6,4.0.3,2018,Puzzle
Bu Hangi Youtuber ?,GAME,4.4,31,26.0,1000,Free,0.0,Everyone,Trivia,2017-08-31,3.2.2,4.0.3,2017,Trivia
Bu Hangi Ünlü?,GAME,4.4,1,19.0,10,Free,0.0,Everyone,Trivia,2018-06-09,3.3.7,4.0.3,2018,Trivia
Bu Nedir ?,GAME,4.4,0,33.0,50,Free,0.0,Everyone,Trivia,2018-04-15,3.1.6,4.0.3,2018,Trivia
Bu the Baby Bunny - Cute pet care game,FAMILY,4.4,37122,63.099999999999994,1000000,Free,0.0,Everyone,Educational,2018-06-14,1.03,4.1,2018,Educational
Bualuang mBanking,FINANCE,4.0,41339,10.0,2498500,Free,0.0,Everyone,Finance,2018-07-16,2.6.0,4.0.3,2018,Finance
Bubble,TOOLS,4.5,31621,0.2,2498500,Free,0.0,Everyone,Tools,2011-07-10,2.0.1,1.6,2011,Tools
Bubble Bird Rescue,FAMILY,4.2,41339,14.0,2498500,Free,0.0,Everyone,Puzzle,2018-08-07,1.8.6,4.0.3,2018,Puzzle
Bubble Bo-Bo,FAMILY,4.5,65,24.0,10000,Free,0.0,Everyone,Casual,2018-07-05,6.0,4.0,2018,Casual
Bubble Shooter,GAME,4.5,41339,46.0,2498500,Free,0.0,Everyone,Casual,2018-07-17,1.20.1,4.0.3,2018,Casual
Bubble Shooter 2,GAME,4.3,23043,40.0,2498500,Free,0.0,Everyone,Arcade,2018-07-25,3.5,4.1,2018,Arcade
Bubble Shooter DX,FAMILY,4.2,636,4.0,100000,Free,0.0,Everyone,Casual,2018-06-21,1.21,4.0.3,2018,Casual
Bubble Shooter DX AdFree,FAMILY,4.3,1,2.1,50,Paid,2.99,Everyone,Casual,2016-05-31,1.02,2.3,2016,Casual
Bubble Shooter Genies,GAME,4.5,26985,41.0,2498500,Free,0.0,Everyone,Casual,2018-06-04,1.9.1,4.0.3,2018,Casual
Bubble Shooter Space,GAME,4.2,4355,40.0,1000000,Free,0.0,Everyone,Casual,2017-07-17,1.6,2.3,2017,Casual
Bubble Witch 3 Saga,GAME,4.7,41339,63.099999999999994,2498500,Free,0.0,Everyone,Puzzle,2018-07-17,4.8.4,3.0,2018,Puzzle
Bubbu – My Virtual Pet,FAMILY,4.7,41339,63.099999999999994,2498500,Free,0.0,Everyone,Casual;Pretend Play,2018-08-04,1.50,4.1,2018,Casual
Buff Thun - Daily Free Webtoon / Comics / Web Fiction / Mini Game,COMICS,4.5,9952,38.0,500000,Free,0.0,Everyone 10+,Comics,2018-07-31,4.3.0,4.1,2018,Comics
Build a Bridge!,FAMILY,4.6,41339,63.099999999999994,2498500,Free,0.0,Everyone,Puzzle,2018-08-02,2.1.1,4.1,2018,Puzzle
Build.com - Shop Home Improvement & Expert Advice,HOUSE_AND_HOME,4.5,118,63.099999999999994,50000,Free,0.0,Everyone,House & Home,2018-07-10,3.7.1,5.0,2018,House & Home
Builder (by Engineer.ai),PRODUCTIVITY,3.6,8,3.2,100,Free,0.0,Everyone,Productivity,2017-11-04,1.2,4.1,2017,Productivity
Builder Craft: House Building & Exploration,FAMILY,4.2,20807,52.0,1000000,Free,0.0,Everyone 10+,Simulation,2017-08-02,1.3,4.1,2017,Simulation
Bukalapak - Buy and Sell Online,SHOPPING,4.4,41339,21.0,2498500,Free,0.0,Everyone,Shopping,2018-08-03,4.26.7,4.1,2018,Shopping
Bulgarian French Dictionary Fr,BOOKS_AND_REFERENCE,4.6,603,7.4,10000,Free,0.0,Everyone,Books & Reference,2016-06-19,2.96,4.1,2016,Books & Reference
Bullet - FN Theme,PERSONALIZATION,3.8,143,0.23,5000,Free,0.0,Everyone,Personalization,2013-07-31,1.0,2.2,2013,Personalization
Bullet Force,GAME,4.5,41339,58.0,2498500,Free,0.0,Teen,Action,2018-06-21,1.40,4.2,2018,Action
Bullshit! (Free),GAME,3.25,45,4.1,10000,Free,0.0,Teen,Card,2016-08-26,1.1,4.1,2016,Card
Bullshite!,GAME,3.25,48,13.0,10000,Free,0.0,Teen,Card,2016-04-10,1.0.1,4.1,2016,Card
Bunny Skater,GAME,4.2,41339,4.7,2498500,Free,0.0,Everyone,Adventure,2013-11-20,1.5,2.1,2013,Adventure
Burger King Foot Lettuce,FAMILY,4.4,150,5.9,10000,Free,0.0,Everyone,Entertainment,2018-06-11,1.07,4.0,2018,Entertainment
Burger King Italia,LIFESTYLE,4.0,4160,30.0,500000,Free,0.0,Everyone,Lifestyle,2018-07-06,2.3.6,4.0.3,2018,Lifestyle
Burn Your Fat With Me! FG,HEALTH_AND_FITNESS,4.5,38487,60.0,1000000,Free,0.0,Teen,Health & Fitness,2018-07-03,5.1.0,4.1,2018,Health & Fitness
Burnley FC,SPORTS,4.9,195,29.0,5000,Free,0.0,Everyone,Sports,2018-08-01,2018.8.1,4.4,2018,Sports
Burrito Bash – We Bare Bears,FAMILY,4.3,10776,21.0,1000000,Free,0.0,Everyone,Arcade;Action & Adventure,2017-10-26,3.4,4.1,2017,Arcade
Bus Driver 3D: Hill Station,FAMILY,4.3,31705,49.0,2498500,Free,0.0,Everyone,Simulation,2017-11-06,1.7,4.1,2017,Simulation
Bus Rush: Subway Edition,GAME,4.1,41339,57.0,2498500,Free,0.0,Teen,Action,2018-08-01,1.15.2,4.0.3,2018,Action
Buscapé - Offers and discounts,SHOPPING,4.4,41339,8.3,2498500,Free,0.0,Everyone,Shopping,2018-07-24,4.7.5,4.1,2018,Shopping
Business Calendar 2,PRODUCTIVITY,4.6,41339,15.0,2498500,Free,0.0,Everyone,Productivity,2018-07-23,2.30.1,4.1,2018,Productivity
Business Intelligence & Data,FAMILY,4.9,7,3.5,1000,Free,0.0,Everyone,Education,2016-07-26,1.0,2.0,2016,Education
Business Mitra (BM),BUSINESS,4.9,13,5.3,100,Free,0.0,Everyone,Business,2018-07-12,1.11.1,4.0.3,2018,Business
Butterfly Live Wallpaper,PERSONALIZATION,4.1,35771,3.5,2498500,Free,0.0,Everyone,Personalization,2018-05-04,4.1,4.1,2018,Personalization
Butterfly Pixel Art - coloring by number,FAMILY,4.6,769,13.0,100000,Free,0.0,Everyone,Entertainment,2018-04-04,1.06,4.1,2018,Entertainment
Buttocks and Abdomen,HEALTH_AND_FITNESS,4.4,465,6.4,500000,Free,0.0,Everyone,Health & Fitness,2018-06-07,1.08,4.0.3,2018,Health & Fitness
Buzz Launcher-Smart&Free Theme,PERSONALIZATION,4.4,41339,13.0,2498500,Free,0.0,Everyone,Personalization,2017-11-13,1.9.7.07,4.0.3,2017,Personalization
